Motif	Factor	Evidence	Curated
M00164_2.00	GI10909	PBM	N
M00164_2.00	GK20787	PBM	N
M00164_2.00	GI12553	PBM	N
M00164_2.00	GI12976	PBM	N
M00164_2.00	GF15039	PBM	N
M00164_2.00	GF13549	PBM	N
M00164_2.00	GA18636	PBM	N
M00164_2.00	GG24972	PBM	N
M00164_2.00	GK15484	PBM	N
M00164_2.00	GE21586	PBM	N
M00164_2.00	GK17509	PBM	N
M00164_2.00	GE21395	PBM	N
M00164_2.00	GH12162	PBM	N
M00164_2.00	GI18113	PBM	N
M00164_2.00	GF15038	PBM	N
M00164_2.00	GE22970	PBM	N
M00164_2.00	GK16995	PBM	N
M00164_2.00	GA15533	PBM	N
M00164_2.00	GH15773	PBM	N
M00164_2.00	GH21797	PBM	N
M00164_2.00	GI12979	PBM	N
M00165_2.00	GL12215	PBM	N
M00165_2.00	GE24361	PBM	N
M00165_2.00	GJ23378	PBM	N
M00165_2.00	GG17473	PBM	N
M00165_2.00	GG16973	PBM	N
M00165_2.00	GL23278	PBM	N
M00165_2.00	GA17817	PBM	N
M00165_2.00	GF16170	PBM	N
M00165_2.00	GF11891	PBM	N
M00165_2.00	GA21945	PBM	N
M00165_2.00	GH18759	PBM	N
M00165_2.00	GI24284	PBM	N
M00165_2.00	GM24279	PBM	N
M00165_2.00	GK12883	PBM	N
M00165_2.00	GM26366	PBM	N
M00165_2.00	GH19248	PBM	N
M00165_2.00	GA26230	PBM	N
M00165_2.00	GI22649	PBM	N
M00165_2.00	GK13255	PBM	N
M00165_2.00	GJ23061	PBM	N
M00165_2.00	GE24873	PBM	N
M00166_2.00	GM24279	PBM	N
M00166_2.00	GK12883	PBM	N
M00166_2.00	GA26230	PBM	N
M00166_2.00	GA21945	PBM	N
M00166_2.00	GI22649	PBM	N
M00166_2.00	GE24873	PBM	N
M00166_2.00	GJ23378	PBM	N
M00166_2.00	GK13255	PBM	N
M00166_2.00	GG16973	PBM	N
M00166_2.00	GL12215	PBM	N
M00166_2.00	GE24361	PBM	N
M00166_2.00	GL23278	PBM	N
M00166_2.00	GG17473	PBM	N
M00166_2.00	GA17817	PBM	N
M00166_2.00	GF16170	PBM	N
M00166_2.00	GF11891	PBM	N
M00166_2.00	GJ23061	PBM	N
M00166_2.00	GI24284	PBM	N
M00166_2.00	GH18759	PBM	N
M00166_2.00	GH19248	PBM	N
M00166_2.00	GM26366	PBM	N
M00167_2.00	GK13255	PBM	N
M00167_2.00	GL23278	PBM	N
M00167_2.00	GF11891	PBM	N
M00167_2.00	GF16170	PBM	N
M00167_2.00	GG17473	PBM	N
M00167_2.00	GM24279	PBM	N
M00167_2.00	GI22649	PBM	N
M00167_2.00	GM26366	PBM	N
M00167_2.00	GE24873	PBM	N
M00167_2.00	GK12883	PBM	N
M00167_2.00	GH19248	PBM	N
M00167_2.00	GJ23378	PBM	N
M00167_2.00	GH18759	PBM	N
M00167_2.00	GA26230	PBM	N
M00167_2.00	GG16973	PBM	N
M00167_2.00	GE24361	PBM	N
M00167_2.00	GA17817	PBM	N
M00167_2.00	GI24284	PBM	N
M00167_2.00	GJ23061	PBM	N
M00167_2.00	GL12215	PBM	N
M00167_2.00	GA21945	PBM	N
M00168_2.00	GE18856	PBM	N
M00169_2.00	GH21899	PBM	N
M00169_2.00	GG23326	PBM	N
M00169_2.00	GD10533	PBM	N
M00169_2.00	GI19347	PBM	N
M00169_2.00	GJ22125	PBM	N
M00169_2.00	GL11483	PBM	N
M00169_2.00	GK23166	PBM	N
M00169_2.00	GA14941	PBM	N
M00169_2.00	GF13656	PBM	N
M00169_2.00	GM21001	PBM	N
M00169_2.00	GE19170	PBM	N
M00170_2.00	GJ14311	PBM	N
M00170_2.00	GK14503	PBM	N
M00170_2.00	GA20672	PBM	N
M00170_2.00	GG24598	PBM	N
M00170_2.00	GH22032	PBM	N
M00170_2.00	bap	PBM	N
M00170_2.00	bap	PBM	N
M00170_2.00	GI21951	PBM	N
M00170_2.00	GL27337	PBM	N
M00170_2.00	GE25732	PBM	N
M00170_2.00	GF18600	PBM	N
M00172_2.00	GL22036	PBM	N
M00172_2.00	GI11362	PBM	N
M00172_2.00	GE16946	PBM	N
M00172_2.00	GK22074	PBM	N
M00172_2.00	GE11607	PBM	N
M00172_2.00	lab	PBM	N
M00172_2.00	GE14447	PBM	N
M00172_2.00	GE13762	PBM	N
M00172_2.00	otp	PBM	N
M00172_2.00	GG14457	PBM	N
M00172_2.00	GH19484	PBM	N
M00172_2.00	GL25620	PBM	N
M00172_2.00	GG13695	PBM	N
M00172_2.00	GH19481	PBM	N
M00172_2.00	GI16434	PBM	N
M00172_2.00	GK19597	PBM	N
M00172_2.00	GK18982	PBM	N
M00172_2.00	GI18190	PBM	N
M00172_2.00	GK10829	PBM	N
M00172_2.00	eve	PBM	N
M00172_2.00	en	PBM	N
M00172_2.00	GK10826	PBM	N
M00172_2.00	GM11573	PBM	N
M00172_2.00	GH19479	PBM	N
M00172_2.00	GM10536	PBM	N
M00172_2.00	GG17017	PBM	N
M00172_2.00	GL22041	PBM	N
M00172_2.00	GG17730	PBM	N
M00172_2.00	GL23326	PBM	N
M00172_2.00	GE11517	PBM	N
M00172_2.00	GL22040	PBM	N
M00172_2.00	GH20573	PBM	N
M00172_2.00	GJ24443	PBM	N
M00172_2.00	GI10044	PBM	N
M00172_2.00	GE13763	PBM	N
M00172_2.00	GM11004	PBM	N
M00172_2.00	zen	PBM	N
M00172_2.00	GJ24446	PBM	N
M00172_2.00	GG19873	PBM	N
M00172_2.00	GG12166	PBM	N
M00172_2.00	GG18050	PBM	N
M00172_2.00	GE10608	PBM	N
M00172_2.00	GK10836	PBM	N
M00172_2.00	GI10522	PBM	N
M00172_2.00	GK21675	PBM	N
M00172_2.00	GA10896	PBM	N
M00172_2.00	GA10822	PBM	N
M00172_2.00	en	PBM	N
M00172_2.00	GK20585	PBM	N
M00172_2.00	GA14690	PBM	N
M00172_2.00	GK10831	PBM	N
M00172_2.00	ro	PBM	N
M00172_2.00	GK11783	PBM	N
M00172_2.00	GH20500	PBM	N
M00172_2.00	en	PBM	N
M00172_2.00	GL24020	PBM	N
M00172_2.00	ftz	PBM	N
M00172_2.00	GM10914	PBM	N
M00172_2.00	GI18568	PBM	N
M00172_2.00	GI16386	PBM	N
M00172_2.00	GK21480	PBM	N
M00172_2.00	GL21773	PBM	N
M00172_2.00	GK11900	PBM	N
M00172_2.00	GE12629	PBM	N
M00172_2.00	GE12123	PBM	N
M00172_2.00	GL21778	PBM	N
M00172_2.00	GL22044	PBM	N
M00172_2.00	GM11904	PBM	N
M00172_2.00	GK15218	PBM	N
M00172_2.00	GA10433	PBM	N
M00172_2.00	GK12253	PBM	N
M00172_2.00	GH19476	PBM	N
M00172_2.00	GH19750	PBM	N
M00172_2.00	GH19876	PBM	N
M00172_2.00	GG19028	PBM	N
M00172_2.00	unpg	PBM	N
M00172_2.00	Dfd	PBM	N
M00172_2.00	GM10529	PBM	N
M00172_2.00	GG12502	PBM	N
M00172_2.00	GI14688	PBM	N
M00172_2.00	GL22046	PBM	N
M00172_2.00	GH19875	PBM	N
M00172_2.00	GM10522	PBM	N
M00172_2.00	GI13996	PBM	N
M00172_2.00	GI14686	PBM	N
M00172_2.00	GK14259	PBM	N
M00172_2.00	GA10023	PBM	N
M00172_2.00	GK10326	PBM	N
M00172_2.00	GI17237	PBM	N
M00172_2.00	Scr	PBM	N
M00172_2.00	GH19477	PBM	N
M00172_2.00	GM10527	PBM	N
M00172_2.00	GE12672	PBM	N
M00172_2.00	GK13741	PBM	N
M00172_2.00	GL21794	PBM	N
M00172_2.00	GA10340	PBM	N
M00172_2.00	GA10035	PBM	N
M00172_2.00	ftz	PBM	N
M00172_2.00	GE13516	PBM	N
M00172_2.00	GE12367	PBM	N
M00172_2.00	GI15515	PBM	N
M00172_2.00	GK17410	PBM	N
M00172_2.00	GL27262	PBM	N
M00172_2.00	GH20193	PBM	N
M00172_2.00	GM10530	PBM	N
M00172_2.00	GE12148	PBM	N
M00172_2.00	GG14462	PBM	N
M00172_2.00	GA12277	PBM	N
M00172_2.00	GJ24670	PBM	N
M00172_2.00	GK10825	PBM	N
M00172_2.00	GL25910	PBM	N
M00172_2.00	GM10524	PBM	N
M00172_2.00	GM12794	PBM	N
M00172_2.00	GK17836	PBM	N
M00172_2.00	Antp	PBM	N
M00172_2.00	GH20363	PBM	N
M00172_2.00	ftz	PBM	N
M00172_2.00	GL22053	PBM	N
M00172_2.00	GM10159	PBM	N
M00172_2.00	lab	PBM	N
M00172_2.00	Antp	PBM	N
M00172_2.00	GE16769	PBM	N
M00172_2.00	GG19131	PBM	N
M00172_2.00	GK12250	PBM	N
M00172_2.00	GI13145	PBM	N
M00172_2.00	GG13676	PBM	N
M00172_2.00	GI18136	PBM	N
M00172_2.00	GA10505	PBM	N
M00172_2.00	GH19490	PBM	N
M00172_2.00	GH19475	PBM	N
M00172_2.00	GK15860	PBM	N
M00172_2.00	GK10824	PBM	N
M00172_2.00	GK12153	PBM	N
M00172_2.00	GJ24455	PBM	N
M00172_2.00	GD10802	PBM	N
M00172_2.00	GH18901	PBM	N
M00172_2.00	GG22042	PBM	N
M00172_2.00	GH11220	PBM	N
M00172_2.00	GI24795	PBM	N
M00172_2.00	GD21780	PBM	N
M00172_2.00	GI24800	PBM	N
M00172_2.00	GA30058	PBM	N
M00172_2.00	GF15026	PBM	N
M00172_2.00	GE25478	PBM	N
M00172_2.00	GD21734	PBM	N
M00172_2.00	GF15212	PBM	N
M00172_2.00	GH11036	PBM	N
M00172_2.00	GF20486	PBM	N
M00172_2.00	GM25007	PBM	N
M00172_2.00	GE25524	PBM	N
M00172_2.00	GI24810	PBM	N
M00172_2.00	GL10677	PBM	N
M00172_2.00	GD21441	PBM	N
M00172_2.00	GL16779	PBM	N
M00172_2.00	GG22067	PBM	N
M00172_2.00	GF15246	PBM	N
M00172_2.00	GD20470	PBM	N
M00172_2.00	GE25529	PBM	N
M00172_2.00	GD20427	PBM	N
M00172_2.00	GF15475	PBM	N
M00172_2.00	GG24732	PBM	N
M00172_2.00	GL10922	PBM	N
M00172_2.00	GF16103	PBM	N
M00172_2.00	GL11298	PBM	N
M00172_2.00	GE25826	PBM	N
M00172_2.00	GD23020	PBM	N
M00172_2.00	GE25827	PBM	N
M00172_2.00	GF14108	PBM	N
M00172_2.00	GD23036	PBM	N
M00172_2.00	GF12559	PBM	N
M00172_2.00	GH13485	PBM	N
M00172_2.00	GI24717	PBM	N
M00172_2.00	GE24407	PBM	N
M00172_2.00	GI24719	PBM	N
M00172_2.00	GJ10606	PBM	N
M00172_2.00	GM22025	PBM	N
M00172_2.00	GF12736	PBM	N
M00172_2.00	GL17060	PBM	N
M00172_2.00	GD25245	PBM	N
M00172_2.00	GF12737	PBM	N
M00172_2.00	GH13044	PBM	N
M00172_2.00	GE24883	PBM	N
M00172_2.00	GI24721	PBM	N
M00172_2.00	GM23634	PBM	N
M00172_2.00	GD25243	PBM	N
M00172_2.00	GG21652	PBM	N
M00172_2.00	GE24884	PBM	N
M00172_2.00	GD25082	PBM	N
M00172_2.00	GF13323	PBM	N
M00172_2.00	GI24758	PBM	N
M00172_2.00	GE24972	PBM	N
M00172_2.00	GM24141	PBM	N
M00172_2.00	GD25001	PBM	N
M00172_2.00	GA30153	PBM	N
M00172_2.00	GF20646	PBM	N
M00172_2.00	GH11236	PBM	N
M00172_2.00	GM24515	PBM	N
M00172_2.00	GI24764	PBM	N
M00172_2.00	GL16839	PBM	N
M00172_2.00	GD19974	PBM	N
M00172_2.00	GD19895	PBM	N
M00172_2.00	GF19455	PBM	N
M00172_2.00	GE26304	PBM	N
M00172_2.00	GG23425	PBM	N
M00172_2.00	GF19173	PBM	N
M00172_2.00	GD18113	PBM	N
M00172_2.00	GD10643	PBM	N
M00172_2.00	GF17797	PBM	N
M00172_2.00	GL13135	PBM	N
M00172_2.00	GE26456	PBM	N
M00172_2.00	GF17798	PBM	N
M00172_2.00	Antp	PBM	N
M00172_2.00	zen	PBM	N
M00172_2.00	GG23010	PBM	N
M00172_2.00	GL13677	PBM	N
M00172_2.00	GD14043	PBM	N
M00172_2.00	GF17803	PBM	N
M00172_2.00	pb	PBM	N
M00172_2.00	GD12586	PBM	N
M00172_2.00	GF18562	PBM	N
M00172_2.00	GG22815	PBM	N
M00172_2.00	GL13779	PBM	N
M00172_2.00	GA22961	PBM	N
M00172_2.00	GL14568	PBM	N
M00172_2.00	GD11901	PBM	N
M00172_2.00	GD11547	PBM	N
M00172_2.00	GD11523	PBM	N
M00172_2.00	GF18902	PBM	N
M00172_2.00	GA23014	PBM	N
M00172_2.00	GG22770	PBM	N
M00172_2.00	GA23649	PBM	N
M00172_2.00	GF17795	PBM	N
M00172_2.00	GD18444	PBM	N
M00172_2.00	GF17792	PBM	N
M00172_2.00	GD18937	PBM	N
M00172_2.00	GE25830	PBM	N
M00172_2.00	GG24714	PBM	N
M00172_2.00	GD19533	PBM	N
M00172_2.00	GF16143	PBM	N
M00172_2.00	GM25858	PBM	N
M00172_2.00	GM25901	PBM	N
M00172_2.00	GD19525	PBM	N
M00172_2.00	GF16414	PBM	N
M00172_2.00	GL11409	PBM	N
M00172_2.00	GE25832	PBM	N
M00172_2.00	GL11415	PBM	N
M00172_2.00	GD19524	PBM	N
M00172_2.00	GD19522	PBM	N
M00172_2.00	GE25834	PBM	N
M00172_2.00	GM21295	PBM	N
M00172_2.00	GD19518	PBM	N
M00172_2.00	GF17190	PBM	N
M00172_2.00	GF17487	PBM	N
M00172_2.00	GE25839	PBM	N
M00172_2.00	GL16768	PBM	N
M00172_2.00	GD19222	PBM	N
M00172_2.00	GF17789	PBM	N
M00172_2.00	GG23943	PBM	N
M00172_2.00	GG22644	PBM	N
M00172_2.00	GL12006	PBM	N
M00172_2.00	GD19218	PBM	N
M00172_2.00	GF17790	PBM	N
M00172_2.00	GF19454	PBM	N
M00172_2.00	GE26064	PBM	N
M00172_2.00	GL13041	PBM	N
M00172_2.00	GD19515	PBM	N
M00172_2.00	GJ11617	PBM	N
M00172_2.00	GI24715	PBM	N
M00172_2.00	GI24714	PBM	N
M00172_2.00	GI19827	PBM	N
M00172_2.00	GM15584	PBM	N
M00172_2.00	GJ22013	PBM	N
M00172_2.00	GA17327	PBM	N
M00172_2.00	GJ21278	PBM	N
M00172_2.00	GG10235	PBM	N
M00172_2.00	GM15768	PBM	N
M00172_2.00	GH18130	PBM	N
M00172_2.00	GI20020	PBM	N
M00172_2.00	GJ20984	PBM	N
M00172_2.00	GA17570	PBM	N
M00172_2.00	GG10180	PBM	N
M00172_2.00	GJ20457	PBM	N
M00172_2.00	GL18888	PBM	N
M00172_2.00	GG20207	PBM	N
M00172_2.00	GA17785	PBM	N
M00172_2.00	GI20035	PBM	N
M00172_2.00	GI20286	PBM	N
M00172_2.00	GJ20363	PBM	N
M00172_2.00	GH18043	PBM	N
M00172_2.00	GI20720	PBM	N
M00172_2.00	GJ19274	PBM	N
M00172_2.00	GM15769	PBM	N
M00172_2.00	GA18771	PBM	N
M00172_2.00	GM15784	PBM	N
M00172_2.00	GE17683	PBM	N
M00172_2.00	GI21047	PBM	N
M00172_2.00	GL18872	PBM	N
M00172_2.00	GA19478	PBM	N
M00172_2.00	GG20068	PBM	N
M00172_2.00	GJ22545	PBM	N
M00172_2.00	GH18559	PBM	N
M00172_2.00	GE17435	PBM	N
M00172_2.00	GJ24173	PBM	N
M00172_2.00	GG11670	PBM	N
M00172_2.00	GA15116	PBM	N
M00172_2.00	GE17019	PBM	N
M00172_2.00	GM13524	PBM	N
M00172_2.00	GL21181	PBM	N
M00172_2.00	GJ23937	PBM	N
M00172_2.00	GJ23932	PBM	N
M00172_2.00	GJ23929	PBM	N
M00172_2.00	GJ23928	PBM	N
M00172_2.00	GA15474	PBM	N
M00172_2.00	GG10324	PBM	N
M00172_2.00	GI19710	PBM	N
M00172_2.00	GM15242	PBM	N
M00172_2.00	GM16736	PBM	N
M00172_2.00	GE17381	PBM	N
M00172_2.00	GJ23303	PBM	N
M00172_2.00	GM15291	PBM	N
M00172_2.00	GA15560	PBM	N
M00172_2.00	GH18566	PBM	N
M00172_2.00	GL21131	PBM	N
M00172_2.00	GG19984	PBM	N
M00172_2.00	GJ22569	PBM	N
M00172_2.00	GG10269	PBM	N
M00172_2.00	GI19825	PBM	N
M00172_2.00	GM15295	PBM	N
M00172_2.00	GG10258	PBM	N
M00172_2.00	GA16115	PBM	N
M00172_2.00	GJ22550	PBM	N
M00172_2.00	GM15498	PBM	N
M00172_2.00	GI19766	PBM	N
M00172_2.00	GA15009	PBM	N
M00172_2.00	GE19264	PBM	N
M00172_2.00	GH17865	PBM	N
M00172_2.00	GJ16592	PBM	N
M00172_2.00	GF10750	PBM	N
M00172_2.00	GE21647	PBM	N
M00172_2.00	GH14983	PBM	N
M00172_2.00	GL17417	PBM	N
M00172_2.00	GF11297	PBM	N
M00172_2.00	GI23760	PBM	N
M00172_2.00	GJ15837	PBM	N
M00172_2.00	GG21357	PBM	N
M00172_2.00	GM21128	PBM	N
M00172_2.00	GF11812	PBM	N
M00172_2.00	GH14408	PBM	N
M00172_2.00	GH23656	PBM	N
M00172_2.00	GM21172	PBM	N
M00172_2.00	GI23866	PBM	N
M00172_2.00	GJ14677	PBM	N
M00172_2.00	GL17416	PBM	N
M00172_2.00	GF12058	PBM	N
M00172_2.00	GG21608	PBM	N
M00172_2.00	GE23858	PBM	N
M00172_2.00	GH13706	PBM	N
M00172_2.00	GI24523	PBM	N
M00172_2.00	GJ13893	PBM	N
M00172_2.00	GF12182	PBM	N
M00172_2.00	GF21379	PBM	N
M00172_2.00	GF12393	PBM	N
M00172_2.00	GH13609	PBM	N
M00172_2.00	GI24713	PBM	N
M00172_2.00	GE24022	PBM	N
M00172_2.00	GF23072	PBM	N
M00172_2.00	GJ16596	PBM	N
M00172_2.00	GI23117	PBM	N
M00172_2.00	GM21108	PBM	N
M00172_2.00	GI21136	PBM	N
M00172_2.00	GG20821	PBM	N
M00172_2.00	GJ18584	PBM	N
M00172_2.00	GA19529	PBM	N
M00172_2.00	GF23802	PBM	N
M00172_2.00	GJ18251	PBM	N
M00172_2.00	GM16755	PBM	N
M00172_2.00	GH17404	PBM	N
M00172_2.00	GI21624	PBM	N
M00172_2.00	GJ17996	PBM	N
M00172_2.00	GA19667	PBM	N
M00172_2.00	GL18665	PBM	N
M00172_2.00	GF23351	PBM	N
M00172_2.00	GJ17788	PBM	N
M00172_2.00	GL14778	PBM	N
M00172_2.00	GM16987	PBM	N
M00172_2.00	GH16676	PBM	N
M00172_2.00	GI21809	PBM	N
M00172_2.00	GM17030	PBM	N
M00172_2.00	GE19990	PBM	N
M00172_2.00	GL18045	PBM	N
M00172_2.00	GG20822	PBM	N
M00172_2.00	GJ17468	PBM	N
M00172_2.00	GA20934	PBM	N
M00172_2.00	GI22735	PBM	N
M00172_2.00	GA21136	PBM	N
M00172_2.00	GJ16761	PBM	N
M00172_2.00	GF23077	PBM	N
M00172_2.00	GA22090	PBM	N
M00172_2.00	GI22889	PBM	N
M00172_2.00	GJ17771	PBM	N
M00172_2.00	GK22225	PBM	N
M00172_2.00	GL24224	PBM	N
M00172_2.00	eve	PBM	N
M00172_2.00	GH21390	PBM	N
M00172_2.00	GK23788	PBM	N
M00172_2.00	GK23335	PBM	N
M00172_2.00	GH24785	PBM	N
M00172_2.00	GK25622	PBM	N
M00172_2.00	GK25513	PBM	N
M00172_2.00	GK22873	PBM	N
M00172_2.00	GH24786	PBM	N
M00172_2.00	OdsH	PBM	N
M00172_2.00	eve	PBM	N
M00172_2.00	eve	PBM	N
M00172_2.00	GK22391	PBM	N
M00172_2.00	GK25107	PBM	N
M00172_2.00	en	PBM	N
M00172_2.00	GH24457	PBM	N
M00172_2.00	eve	PBM	N
M00172_2.00	GK25621	PBM	N
M00172_2.00	eve	PBM	N
M00172_2.00	GH24130	PBM	N
M00172_2.00	GK22485	PBM	N
M00172_2.00	GK24239	PBM	N
M00172_2.00	ftz	PBM	N
M00172_2.00	GK22387	PBM	N
M00172_2.00	GK24418	PBM	N
M00172_2.00	GH22006	PBM	N
M00172_2.00	GH23067	PBM	N
M00172_2.00	GK22678	PBM	N
M00172_2.00	GH23539	PBM	N
M00178_2.00	GM11854	PBM	N
M00178_2.00	GD11852	PBM	N
M00178_2.00	GH20989	PBM	N
M00178_2.00	GG22961	PBM	N
M00178_2.00	GF11392	PBM	N
M00178_2.00	GJ21595	PBM	N
M00178_2.00	GK22205	PBM	N
M00178_2.00	GE14398	PBM	N
M00178_2.00	GA17433	PBM	N
M00178_2.00	GL20046	PBM	N
M00178_2.00	GI21322	PBM	N
M00181_2.00	GL25259	PBM	N
M00181_2.00	GG12659	PBM	N
M00181_2.00	GE22055	PBM	N
M00181_2.00	GF24702	PBM	N
M00181_2.00	GM18927	PBM	N
M00181_2.00	GF24303	PBM	N
M00181_2.00	GG12896	PBM	N
M00181_2.00	GM23314	PBM	N
M00181_2.00	GK20573	PBM	N
M00181_2.00	GE22327	PBM	N
M00181_2.00	GG14911	PBM	N
M00181_2.00	GG15724	PBM	N
M00181_2.00	GG25225	PBM	N
M00181_2.00	GJ12889	PBM	N
M00181_2.00	GG16168	PBM	N
M00181_2.00	GJ13789	PBM	N
M00181_2.00	GG18706	PBM	N
M00181_2.00	GJ13743	PBM	N
M00181_2.00	GG21557	PBM	N
M00181_2.00	GE26169	PBM	N
M00181_2.00	GJ14872	PBM	N
M00181_2.00	GJ13880	PBM	N
M00181_2.00	GL19597	PBM	N
M00181_2.00	GJ16389	PBM	N
M00181_2.00	GA20175	PBM	N
M00181_2.00	GA18146	PBM	N
M00181_2.00	GA17924	PBM	N
M00181_2.00	GK14909	PBM	N
M00181_2.00	GA17350	PBM	N
M00181_2.00	GK16819	PBM	N
M00181_2.00	GE13549	PBM	N
M00181_2.00	GA15026	PBM	N
M00181_2.00	GA14768	PBM	N
M00181_2.00	GK18019	PBM	N
M00181_2.00	GK25684	PBM	N
M00181_2.00	GM14921	PBM	N
M00181_2.00	GA11038	PBM	N
M00181_2.00	GK25182	PBM	N
M00181_2.00	GK25746	PBM	N
M00181_2.00	GM22351	PBM	N
M00181_2.00	GE16988	PBM	N
M00181_2.00	GK11542	PBM	N
M00181_2.00	GF22191	PBM	N
M00181_2.00	GJ17428	PBM	N
M00181_2.00	GF21986	PBM	N
M00181_2.00	GE21721	PBM	N
M00181_2.00	GE20365	PBM	N
M00181_2.00	GJ20161	PBM	N
M00181_2.00	GF17240	PBM	N
M00181_2.00	GF14553	PBM	N
M00181_2.00	GE19737	PBM	N
M00181_2.00	GF12134	PBM	N
M00181_2.00	GK10750	PBM	N
M00181_2.00	GF10806	PBM	N
M00181_2.00	GF10710	PBM	N
M00181_2.00	GK10827	PBM	N
M00181_2.00	GA20327	PBM	N
M00181_2.00	GM22136	PBM	N
M00181_2.00	GH10850	PBM	N
M00181_2.00	GG13230	PBM	N
M00181_2.00	GM24010	PBM	N
M00181_2.00	GL24671	PBM	N
M00181_2.00	GH17194	PBM	N
M00181_2.00	GI19631	PBM	N
M00181_2.00	GL15129	PBM	N
M00181_2.00	GL22565	PBM	N
M00181_2.00	GL12781	PBM	N
M00181_2.00	GD12327	PBM	N
M00181_2.00	GD12114	PBM	N
M00181_2.00	GD26001	PBM	N
M00181_2.00	GH17319	PBM	N
M00181_2.00	GI11915	PBM	N
M00181_2.00	GI20211	PBM	N
M00181_2.00	GL22274	PBM	N
M00181_2.00	GD21688	PBM	N
M00181_2.00	GD18809	PBM	N
M00181_2.00	GI13134	PBM	N
M00181_2.00	GH16822	PBM	N
M00181_2.00	GL10487	PBM	N
M00181_2.00	GI16634	PBM	N
M00181_2.00	GH15984	PBM	N
M00181_2.00	GD14944	PBM	N
M00181_2.00	GH20117	PBM	N
M00181_2.00	GH14972	PBM	N
M00181_2.00	GH24408	PBM	N
M00181_2.00	GM19185	PBM	N
M00181_2.00	GA22933	PBM	N
M00181_2.00	GJ11090	PBM	N
M00181_2.00	GL15259	PBM	N
M00181_2.00	GI10282	PBM	N
M00181_2.00	GM24962	PBM	N
M00181_2.00	GD12358	PBM	N
M00181_2.00	GI13962	PBM	N
M00181_2.00	GI15428	PBM	N
M00182_2.00	GI10282	PBM	N
M00182_2.00	GI22125	PBM	N
M00182_2.00	GM12759	PBM	N
M00182_2.00	GF21986	PBM	N
M00182_2.00	GJ17882	PBM	N
M00182_2.00	GF17240	PBM	N
M00182_2.00	GJ16389	PBM	N
M00182_2.00	GD18809	PBM	N
M00182_2.00	GF14359	PBM	N
M00182_2.00	GH13232	PBM	N
M00182_2.00	GI12430	PBM	N
M00182_2.00	GL26219	PBM	N
M00182_2.00	GA21689	PBM	N
M00182_2.00	GK11542	PBM	N
M00182_2.00	GE16988	PBM	N
M00182_2.00	GK14159	PBM	N
M00182_2.00	GE10817	PBM	N
M00182_2.00	GI15428	PBM	N
M00182_2.00	GE10907	PBM	N
M00182_2.00	GK25746	PBM	N
M00182_2.00	GF22927	PBM	N
M00182_2.00	GA18146	PBM	N
M00182_2.00	GG24056	PBM	N
M00182_2.00	GE26169	PBM	N
M00182_2.00	tll	PBM	N
M00182_2.00	GD22387	PBM	N
M00182_2.00	GH17319	PBM	N
M00182_2.00	GM24010	PBM	N
M00182_2.00	GA11038	PBM	N
M00182_2.00	GG12659	PBM	N
M00182_2.00	GG11781	PBM	N
M00182_2.00	GD21550	PBM	N
M00182_2.00	GL22274	PBM	N
M00182_2.00	GL13521	PBM	N
M00182_2.00	GJ11090	PBM	N
M00182_2.00	GA12521	PBM	N
M00182_2.00	GL15129	PBM	N
M00182_2.00	GM18927	PBM	N
M00182_2.00	GK18664	PBM	N
M00182_2.00	GH14219	PBM	N
M00182_2.00	GH24408	PBM	N
M00182_2.00	GG18706	PBM	N
M00183_2.00	GA20327	PBM	N
M00183_2.00	GM24962	PBM	N
M00183_2.00	GK10827	PBM	N
M00183_2.00	GG14911	PBM	N
M00183_2.00	GH15984	PBM	N
M00183_2.00	GI16634	PBM	N
M00183_2.00	GL22565	PBM	N
M00183_2.00	GE20365	PBM	N
M00183_2.00	GF24702	PBM	N
M00183_2.00	GJ12889	PBM	N
M00183_2.00	GD13012	PBM	N
M00184_2.00	GL16258	PBM	N
M00184_2.00	GA17924	PBM	N
M00184_2.00	GL15259	PBM	N
M00184_2.00	GK18664	PBM	N
M00184_2.00	GD12358	PBM	N
M00184_2.00	GD10334	PBM	N
M00184_2.00	GL15129	PBM	N
M00184_2.00	GM12759	PBM	N
M00184_2.00	GM14921	PBM	N
M00184_2.00	GK18019	PBM	N
M00184_2.00	GL10487	PBM	N
M00184_2.00	GA11038	PBM	N
M00184_2.00	GA14768	PBM	N
M00184_2.00	GA17350	PBM	N
M00184_2.00	GI21285	PBM	N
M00184_2.00	GI20211	PBM	N
M00184_2.00	GD12114	PBM	N
M00184_2.00	GL12781	PBM	N
M00184_2.00	GK16819	PBM	N
M00184_2.00	GD12327	PBM	N
M00184_2.00	GL26219	PBM	N
M00184_2.00	GL22274	PBM	N
M00184_2.00	GH13232	PBM	N
M00184_2.00	GF12134	PBM	N
M00184_2.00	GA20175	PBM	N
M00184_2.00	GF24303	PBM	N
M00184_2.00	GG10830	PBM	N
M00184_2.00	GG12659	PBM	N
M00184_2.00	GL25259	PBM	N
M00184_2.00	GD22387	PBM	N
M00184_2.00	GH17319	PBM	N
M00184_2.00	GG12896	PBM	N
M00184_2.00	GJ14872	PBM	N
M00184_2.00	GJ13880	PBM	N
M00184_2.00	GD26001	PBM	N
M00184_2.00	GH20117	PBM	N
M00184_2.00	GG13230	PBM	N
M00184_2.00	GG15724	PBM	N
M00184_2.00	GH16822	PBM	N
